#:x f g h
0.65 0.65 0.42250000000000004 0.274625
0.66 0.66 0.43560000000000004 0.28749600000000003
0.67 0.67 0.4489000000000001 0.30076300000000006
0.68 0.68 0.4624000000000001 0.31443200000000004
0.69 0.69 0.4760999999999999 0.32850899999999994
0.7 0.7 0.48999999999999994 0.3429999999999999
0.71 0.71 0.5041 0.3579109999999999
0.72 0.72 0.5184 0.37324799999999997
0.73 0.73 0.5328999999999999 0.38901699999999995
0.74 0.74 0.5476 0.405224
0.75 0.75 0.5625 0.421875
0.76 0.76 0.5776 0.43897600000000003
0.77 0.77 0.5929 0.456533
0.78 0.78 0.6084 0.47455200000000003
0.79 0.79 0.6241000000000001 0.49303900000000006
0.8 0.8 0.6400000000000001 0.5120000000000001
0.81 0.81 0.6561000000000001 0.531441
0.82 0.82 0.6723999999999999 0.5513679999999999
0.83 0.83 0.6889 0.5717869999999999
0.84 0.84 0.7055999999999999 0.5927039999999999
0.85 0.85 0.7224999999999999 0.6141249999999999
0.86 0.86 0.7395999999999999 0.636056
0.87 0.87 0.7569 0.658503
0.88 0.88 0.7744 0.681472
0.89 0.89 0.7921 0.7049690000000001
0.9 0.9 0.81 0.7290000000000001
0.91 0.91 0.8281000000000001 0.7535710000000001
0.92 0.92 0.8464 0.778688
0.93 0.93 0.8649000000000001 0.8043570000000001
0.94 0.94 0.8835999999999999 0.8305839999999999
0.95 0.95 0.9025 0.8573749999999999
0.96 0.96 0.9216 0.8847359999999999
0.97 0.97 0.9409 0.912673
0.98 0.98 0.9603999999999999 0.9411919999999999
0.99 0.99 0.9801 0.970299
1.0 1.0 1.0 1.0
1.01 1.01 1.0201 1.0303010000000001
1.02 1.02 1.0404 1.0612080000000002
1.03 1.03 1.0609 1.092727
1.04 1.04 1.0816000000000001 1.124864
1.05 1.05 1.1025 1.1576250000000001
1.06 1.06 1.1236000000000002 1.191016
1.07 1.07 1.1449 1.225043
1.08 1.08 1.1664 1.2597120000000002
1.09 1.09 1.1881000000000002 1.2950290000000002
1.1 1.1 1.2100000000000002 1.3310000000000004
1.11 1.11 1.2321000000000002 1.3676310000000003
1.12 1.12 1.2544000000000002 1.4049280000000004
1.13 1.13 1.2768999999999997 1.4428969999999997
1.14 1.14 1.2995999999999999 1.4815439999999995
1.15 1.15 1.3224999999999998 1.5208749999999998
1.16 1.16 1.3456 1.5608959999999996
1.17 1.17 1.3688999999999998 1.6016129999999997
1.18 1.18 1.3923999999999999 1.6430319999999998
1.19 1.19 1.4161 1.6851589999999999
1.2 1.2 1.44 1.7279999999999998
1.21 1.21 1.4641 1.771561
1.22 1.22 1.4884 1.815848
1.23 1.23 1.5129 1.8608669999999998
1.24 1.24 1.5376 1.9066239999999999
1.25 1.25 1.5625 1.953125
1.26 1.26 1.5876000000000001 2.000376
1.27 1.27 1.6129 2.0483830000000003
1.28 1.28 1.6384 2.0971520000000003
1.29 1.29 1.6641000000000001 2.1466890000000003
1.3 1.3 1.6900000000000002 2.197
1.31 1.31 1.7161000000000002 2.248091
1.32 1.32 1.7424000000000002 2.2999680000000002
1.33 1.33 1.7689000000000001 2.3526370000000005
1.34 1.34 1.7956000000000003 2.4061040000000005
1.35 1.35 1.8225000000000002 2.4603750000000004
1.36 1.36 1.8496000000000004 2.5154560000000004
1.37 1.37 1.8769000000000002 2.5713530000000007
1.38 1.38 1.9043999999999996 2.6280719999999995
1.39 1.39 1.9320999999999997 2.6856189999999995
1.4 1.4 1.9599999999999997 2.7439999999999993
1.41 1.41 1.9880999999999998 2.8032209999999997
1.42 1.42 2.0164 2.8632879999999994
1.43 1.43 2.0448999999999997 2.9242069999999996
1.44 1.44 2.0736 2.9859839999999997
1.45 1.45 2.1025 3.048625
1.46 1.46 2.1315999999999997 3.1121359999999996
1.47 1.47 2.1609 3.176523
1.48 1.48 2.1904 3.241792
1.49 1.49 2.2201 3.307949
1.5 1.5 2.25 3.375
1.51 1.51 2.2801 3.442951
1.52 1.52 2.3104 3.5118080000000003
1.53 1.53 2.3409 3.5815770000000002
1.54 1.54 2.3716 3.652264
1.55 1.55 2.4025000000000003 3.7238750000000005
1.56 1.56 2.4336 3.7964160000000002
1.57 1.57 2.4649 3.8698930000000002
1.58 1.58 2.4964000000000004 3.9443120000000005
1.59 1.59 2.5281000000000002 4.019679000000001
1.6 1.6 2.5600000000000005 4.096000000000001
1.61 1.61 2.5921000000000003 4.173281000000001
1.62 1.62 2.6244000000000005 4.251528
1.63 1.63 2.6569 4.330746999999999
1.64 1.64 2.6895999999999995 4.410943999999999
1.65 1.65 2.7224999999999997 4.492125
1.66 1.66 2.7556 4.5742959999999995
1.67 1.67 2.7889 4.657462999999999
1.68 1.68 2.8223999999999996 4.741631999999999
1.69 1.69 2.8560999999999996 4.826809
1.7 1.7 2.8899999999999997 4.912999999999999
1.71 1.71 2.9240999999999997 5.000210999999999
1.72 1.72 2.9583999999999997 5.088448
1.73 1.73 2.9929 5.1777169999999995
1.74 1.74 3.0276 5.268024
1.75 1.75 3.0625 5.359375
1.76 1.76 3.0976 5.451776
1.77 1.77 3.1329000000000002 5.5452330000000005
1.78 1.78 3.1684 5.6397520000000005
1.79 1.79 3.2041 5.735339000000001
1.8 1.8 3.24 5.832000000000001
1.81 1.81 3.2761 5.929741000000001
1.82 1.82 3.3124000000000002 6.028568000000001
1.83 1.83 3.3489000000000004 6.128487000000001
1.84 1.84 3.3856 6.229504
1.85 1.85 3.4225000000000003 6.331625000000001
1.86 1.86 3.4596000000000005 6.434856000000001
1.87 1.87 3.4969000000000006 6.539203000000001
1.88 1.88 3.5343999999999998 6.644671999999999
1.89 1.89 3.5721 6.751268999999999
1.9 1.9 3.61 6.858999999999999
1.91 1.91 3.6481 6.967870999999999
1.92 1.92 3.6864 7.077887999999999
1.93 1.93 3.7249 7.189056999999999
1.94 1.94 3.7636 7.301384
1.95 1.95 3.8024999999999998 7.414874999999999
1.96 1.96 3.8415999999999997 7.529535999999999
1.97 1.97 3.8809 7.645372999999999
1.98 1.98 3.9204 7.762392
1.99 1.99 3.9601 7.880599
2.0 2.0 4.0 8.0
2.01 2.01 4.040099999999999 8.120600999999997
2.02 2.02 4.0804 8.242408000000001
2.03 2.03 4.120899999999999 8.365426999999997
2.04 2.04 4.1616 8.489664000000001
2.05 2.05 4.2025 8.615124999999997
2.06 2.06 4.2436 8.741816
2.07 2.07 4.2848999999999995 8.869742999999998
2.08 2.08 4.3264000000000005 8.998912
2.09 2.09 4.368099999999999 9.129328999999998
2.1 2.1 4.41 9.261000000000001
2.11 2.11 4.4521 9.393930999999998
2.12 2.12 4.494400000000001 9.528128
2.13 2.13 4.536899999999999 9.663597
2.14 2.14 4.5796 9.800344
2.15 2.15 4.6225 9.938374999999999
2.16 2.16 4.6656 10.077696000000001
2.17 2.17 4.7089 10.218312999999998
2.18 2.18 4.752400000000001 10.360232000000002
2.19 2.19 4.7961 10.503459
2.2 2.2 4.840000000000001 10.648000000000003
2.21 2.21 4.8841 10.793861
2.22 2.22 4.928400000000001 10.941048000000002
2.23 2.23 4.9729 11.089567
2.24 2.24 5.017600000000001 11.239424000000003
2.25 2.25 5.0625 11.390625
2.26 2.26 5.107599999999999 11.543175999999997
2.27 2.27 5.1529 11.697083000000001
2.28 2.28 5.1983999999999995 11.852351999999996
2.29 2.29 5.2441 12.008989
2.3 2.3 5.289999999999999 12.166999999999998
2.31 2.31 5.3361 12.326391000000001
2.32 2.32 5.3824 12.487167999999997
2.33 2.33 5.4289000000000005 12.649337000000001
2.34 2.34 5.475599999999999 12.812903999999998
2.35 2.35 5.522500000000001 12.977875000000001
2.36 2.36 5.569599999999999 13.144255999999999
2.37 2.37 5.6169 13.312053000000002
2.38 2.38 5.6644 13.481271999999999
2.39 2.39 5.7121 13.651919000000001
2.4 2.4 5.76 13.823999999999998
2.41 2.41 5.8081000000000005 13.997521000000003
2.42 2.42 5.8564 14.172488
2.43 2.43 5.9049000000000005 14.348907000000002
2.44 2.44 5.9536 14.526784
2.45 2.45 6.002500000000001 14.706125000000004
2.46 2.46 6.0516 14.886935999999999
2.47 2.47 6.100900000000001 15.069223000000003
2.48 2.48 6.1504 15.252991999999999
2.49 2.49 6.200100000000001 15.438249000000004
2.5 2.5 6.25 15.625
2.51 2.51 6.300099999999999 15.813250999999996
2.52 2.52 6.3504000000000005 16.003008
2.53 2.53 6.400899999999999 16.194276999999996
2.54 2.54 6.4516 16.387064000000002
2.55 2.55 6.5024999999999995 16.581374999999998
2.56 2.56 6.5536 16.777216000000003
2.57 2.57 6.604899999999999 16.974592999999995
2.58 2.58 6.6564000000000005 17.173512000000002
2.59 2.59 6.708099999999999 17.373979
2.6 2.6 6.760000000000001 17.576
2.61 2.61 6.812099999999999 17.779580999999997
2.62 2.62 6.864400000000001 17.984728
2.63 2.63 6.916899999999999 18.191446999999997
2.64 2.64 6.969600000000001 18.399744000000002
2.65 2.65 7.0225 18.609624999999998
2.66 2.66 7.0756000000000006 18.821096000000004
2.67 2.67 7.1289 19.034163
2.68 2.68 7.182400000000001 19.248832000000004
2.69 2.69 7.2360999999999995 19.465108999999998
2.7 2.7 7.290000000000001 19.683000000000003
2.71 2.71 7.3441 19.902511
2.72 2.72 7.398400000000001 20.123648000000003
2.73 2.73 7.4529 20.346417
2.74 2.74 7.507600000000001 20.570824000000005
2.75 2.75 7.5625 20.796875
2.76 2.76 7.617599999999999 21.024575999999996
2.77 2.77 7.6729 21.253933
2.78 2.78 7.728399999999999 21.484951999999996
2.79 2.79 7.7841000000000005 21.717639000000002
2.8 2.8 7.839999999999999 21.951999999999995
2.81 2.81 7.896100000000001 22.188041000000002
2.82 2.82 7.952399999999999 22.425767999999998
2.83 2.83 8.0089 22.665187000000003
2.84 2.84 8.0656 22.906303999999995
2.85 2.85 8.1225 23.149125
2.86 2.86 8.179599999999999 23.393655999999996
2.87 2.87 8.2369 23.639903000000004
2.88 2.88 8.2944 23.887871999999998
2.89 2.89 8.3521 24.137569000000003
2.9 2.9 8.41 24.389
2.91 2.91 8.468100000000002 24.642171000000005
2.92 2.92 8.526399999999999 24.897087999999997
2.93 2.93 8.584900000000001 25.153757000000002
2.94 2.94 8.6436 25.412184
2.95 2.95 8.7025 25.672375000000006
2.96 2.96 8.7616 25.934336
2.97 2.97 8.820900000000002 26.198073000000004
2.98 2.98 8.8804 26.463592
2.99 2.99 8.940100000000001 26.730899000000004
3.0 3.0 9.0 27.0
3.01 3.01 9.060099999999998 27.270900999999995
3.02 3.02 9.1204 27.543608
3.03 3.03 9.1809 27.818126999999993
3.04 3.04 9.2416 28.094464000000002
3.05 3.05 9.302499999999998 28.372624999999996
3.06 3.06 9.3636 28.652616000000002
3.07 3.07 9.4249 28.934442999999995
3.08 3.08 9.4864 29.218112
3.09 3.09 9.5481 29.503628999999997
3.1 3.1 9.610000000000001 29.791000000000004
3.11 3.11 9.672099999999999 30.080230999999998
3.12 3.12 9.7344 30.371328000000002
3.13 3.13 9.796899999999999 30.664296999999998
3.14 3.14 9.8596 30.959144000000002
3.15 3.15 9.9225 31.255874999999996
3.16 3.16 9.985600000000002 31.554496000000004
3.17 3.17 10.0489 31.855013
3.18 3.18 10.112400000000001 32.15743200000001
3.19 3.19 10.1761 32.461759
3.2 3.2 10.240000000000002 32.76800000000001
3.21 3.21 10.3041 33.076161
3.22 3.22 10.368400000000001 33.38624800000001
3.23 3.23 10.4329 33.698267
3.24 3.24 10.497600000000002 34.012224
3.25 3.25 10.5625 34.328125
3.26 3.26 10.6276 34.64597599999999
3.27 3.27 10.6929 34.965783
3.28 3.28 10.758399999999998 35.28755199999999
3.29 3.29 10.8241 35.611289
3.3 3.3 10.889999999999999 35.937
3.31 3.31 10.956100000000001 36.264691
3.32 3.32 11.0224 36.594367999999996
3.33 3.33 11.0889 36.926037
3.34 3.34 11.1556 37.25970399999999
3.35 3.35 11.2225 37.595375000000004
3.36 3.36 11.289599999999998 37.93305599999999
3.37 3.37 11.356900000000001 38.272753
3.38 3.38 11.424399999999999 38.614472
3.39 3.39 11.4921 38.95821900000001
3.4 3.4 11.559999999999999 39.303999999999995
3.41 3.41 11.628100000000002 39.651821000000005
3.42 3.42 11.696399999999999 40.001687999999994
3.43 3.43 11.7649 40.353607000000004
3.44 3.44 11.833599999999999 40.707584
3.45 3.45 11.902500000000002 41.06362500000001
3.46 3.46 11.9716 41.421735999999996
3.47 3.47 12.0409 41.781923000000006
3.48 3.48 12.1104 42.144192
3.49 3.49 12.180100000000001 42.50854900000001
3.5 3.5 12.25 42.875
3.51 3.51 12.320099999999998 43.24355099999999
3.52 3.52 12.3904 43.614208
3.53 3.53 12.460899999999999 43.986976999999996
3.54 3.54 12.531600000000001 44.361864000000004
3.55 3.55 12.6025 44.73887499999999
3.56 3.56 12.6736 45.118016000000004
3.57 3.57 12.7449 45.499292999999994
3.58 3.58 12.8164 45.882712000000005
3.59 3.59 12.8881 46.26827899999999
3.6 3.6 12.96 46.656000000000006
3.61 3.61 13.0321 47.045880999999994
3.62 3.62 13.1044 47.43792800000001
3.63 3.63 13.1769 47.832147
3.64 3.64 13.249600000000001 48.22854400000001
3.65 3.65 13.3225 48.627125
3.66 3.66 13.395600000000002 49.027896000000005
3.67 3.67 13.4689 49.430862999999995
3.68 3.68 13.5424 49.836032
3.69 3.69 13.6161 50.243409
3.7 3.7 13.690000000000001 50.653000000000006
3.71 3.71 13.7641 51.064811
3.72 3.72 13.838400000000002 51.478848000000006
3.73 3.73 13.9129 51.895117
3.74 3.74 13.987600000000002 52.31362400000001
3.75 3.75 14.0625 52.734375
3.76 3.76 14.137599999999999 53.15737599999999
3.77 3.77 14.2129 53.582633
3.78 3.78 14.2884 54.01015199999999
3.79 3.79 14.3641 54.439939
3.8 3.8 14.44 54.87199999999999
3.81 3.81 14.5161 55.306341
3.82 3.82 14.5924 55.74296799999999
3.83 3.83 14.6689 56.181887
3.84 3.84 14.7456 56.62310399999999
3.85 3.85 14.822500000000002 57.066625
3.86 3.86 14.8996 57.51245599999999
3.87 3.87 14.9769 57.960603000000006
3.88 3.88 15.0544 58.411072
3.89 3.89 15.132100000000001 58.86386900000001
3.9 3.9 15.209999999999999 59.318999999999996
3.91 3.91 15.288100000000002 59.77647100000001
3.92 3.92 15.366399999999999 60.236287999999995
3.93 3.93 15.4449 60.698457000000005
3.94 3.94 15.5236 61.162983999999994
3.95 3.95 15.602500000000001 61.629875000000006
3.96 3.96 15.6816 62.099136
3.97 3.97 15.760900000000001 62.57077300000001
3.98 3.98 15.8404 63.044792
3.99 3.99 15.920100000000001 63.52119900000001
4.0 4.0 16.0 64.0
4.01 4.01 16.080099999999998 64.48120099999998
4.02 4.02 16.160399999999996 64.96480799999998
4.03 4.03 16.240900000000003 65.45082700000002
4.04 4.04 16.3216 65.93926400000001
4.05 4.05 16.4025 66.43012499999999
4.06 4.06 16.483599999999996 66.92341599999997
4.07 4.07 16.5649 67.41914300000002
4.08 4.08 16.6464 67.91731200000001
4.09 4.09 16.728099999999998 68.41792899999999
4.1 4.1 16.81 68.92099999999998
4.11 4.11 16.892100000000003 69.42653100000001
4.12 4.12 16.9744 69.934528
4.13 4.13 17.0569 70.444997
4.14 4.14 17.139599999999998 70.95794399999998
4.15 4.15 17.222500000000004 71.47337500000002
4.16 4.16 17.305600000000002 71.991296
4.17 4.17 17.3889 72.511713
4.18 4.18 17.472399999999997 73.03463199999999
4.19 4.19 17.556100000000004 73.56005900000002
4.2 4.2 17.64 74.08800000000001
4.21 4.21 17.7241 74.618461
4.22 4.22 17.8084 75.15144799999999
4.23 4.23 17.892900000000004 75.68696700000002
4.24 4.24 17.977600000000002 76.225024
4.25 4.25 18.0625 76.765625
4.26 4.26 18.147599999999997 77.308776
4.27 4.27 18.232899999999997 77.85448299999997
4.28 4.28 18.3184 78.402752
4.29 4.29 18.4041 78.95358900000001
4.3 4.3 18.49 79.50699999999999
4.31 4.31 18.576099999999997 80.06299099999998
4.32 4.32 18.6624 80.62156800000001
4.33 4.33 18.7489 81.182737
4.34 4.34 18.8356 81.74650399999999
4.35 4.35 18.922499999999996 82.31287499999998
4.36 4.36 19.009600000000002 82.88185600000001
4.37 4.37 19.0969 83.45345300000001
4.38 4.38 19.1844 84.027672
4.39 4.39 19.2721 84.60451899999998
4.4 4.4 19.360000000000003 85.18400000000003
4.41 4.41 19.4481 85.76612100000001
4.42 4.42 19.5364 86.350888
4.43 4.43 19.624899999999997 86.93830699999998
4.44 4.44 19.713600000000003 87.52838400000002
4.45 4.45 19.802500000000002 88.121125
4.46 4.46 19.8916 88.716536
4.47 4.47 19.9809 89.31462299999998
4.48 4.48 20.070400000000003 89.91539200000003
4.49 4.49 20.160100000000003 90.51884900000002
4.5 4.5 20.25 91.125
4.51 4.51 20.3401 91.73385099999999
4.52 4.52 20.430399999999995 92.34540799999998
4.53 4.53 20.5209 92.95967700000001
4.54 4.54 20.6116 93.57666400000001
4.55 4.55 20.702499999999997 94.19637499999999
4.56 4.56 20.793599999999998 94.81881599999997
4.57 4.57 20.884900000000002 95.44399300000002
4.58 4.58 20.9764 96.071912
4.59 4.59 21.068099999999998 96.70257899999999
4.6 4.6 21.159999999999997 97.33599999999998
4.61 4.61 21.252100000000002 97.97218100000002
4.62 4.62 21.3444 98.61112800000001
4.63 4.63 21.436899999999998 99.25284699999999
4.64 4.64 21.5296 99.89734399999998
4.65 4.65 21.622500000000002 100.54462500000002
4.66 4.66 21.715600000000002 101.19469600000001
4.67 4.67 21.808899999999998 101.847563
4.68 4.68 21.902399999999997 102.50323199999998
4.69 4.69 21.996100000000002 103.16170900000003
4.7 4.7 22.090000000000003 103.82300000000001
4.71 4.71 22.1841 104.487111
4.72 4.72 22.278399999999998 105.15404799999999
4.73 4.73 22.372900000000005 105.82381700000003
4.74 4.74 22.4676 106.49642400000002
4.75 4.75 22.5625 107.171875
4.76 4.76 22.6576 107.85017599999999
4.77 4.77 22.752899999999997 108.53133299999998
4.78 4.78 22.8484 109.21535200000001
4.79 4.79 22.9441 109.90223900000001
4.8 4.8 23.04 110.59199999999998
4.81 4.81 23.136099999999995 111.28464099999998
4.82 4.82 23.232400000000002 111.98016800000002
4.83 4.83 23.3289 112.67858700000001
4.84 4.84 23.4256 113.379904
4.85 4.85 23.522499999999997 114.08412499999997
4.86 4.86 23.619600000000002 114.79125600000002
4.87 4.87 23.716900000000003 115.50130300000001
4.88 4.88 23.8144 116.214272
4.89 4.89 23.912099999999995 116.93016899999998
4.9 4.9 24.010000000000005 117.64900000000003
4.91 4.91 24.1081 118.370771
4.92 4.92 24.2064 119.09548799999999
4.93 4.93 24.304899999999996 119.82315699999998
4.94 4.94 24.403600000000004 120.55378400000002
4.95 4.95 24.5025 121.28737500000001
4.96 4.96 24.6016 122.02393599999999
4.97 4.97 24.700899999999997 122.76347299999998
4.98 4.98 24.800400000000003 123.50599200000003
4.99 4.99 24.900100000000002 124.25149900000001
5.0 5.0 25.0 125.0
